row_id,English,Reference Igbo,source,english_token_count,reference_token_count
4549,Naira,Naira,JHW,1,1
4550,The adviser to the president on information Malam Garba Shehu stated that Ahmed Salkida is innocent on the discussion of the release of these children,Onye ndụmaọdụ onyeisiala na mgbasa ozi bụ Malam Garba Shehu kwupụtara nke sị na aka Ahmed Salkida adịghị na mkparịta ụka ịtohapụ ụmụaka ndịa.,JHW,25,25
4551,"Encouraged by his endless supplies of adult beverages, we would discuss politics and books in his home for hours.","Site n'agbamume ihe ọṅụṅụ nke ọ na-ebute, ọ kparịtara ụka maka ndọrọndọrọ ọchịchị ma akwụkwọ n'ụlọ ya ọtụtụ awa.",JHW,21,27
4552,"Rephah was his son, Resheph his son, Telah his son, Tahan his son,","Ndị a bụkwa ụmụ Ifrem: Refa, nna Reshef, onye bụ nna Tela. Tela bụ nna Tahan,",Bible,17,21
4553,In its fifth year Women4Africa is steadily growing its vision of elevating the ordinary African woman doing extraordinary things.,"n'afọ nke ise ya, Ụmụ nwaanyị maka Afịrịka na-eto n'ike n'ike n'ọhụ nke iwuli nwaanyị nkịtị nke Afịrịka ime ihe ọpụrụ iche",JHW,20,33
4554,"So about three thousand men of the people went up there, and they fled before the men of Ai.","N'ihi nke a, ihe dịka puku ndị agha atọ ka e zigara imeri obodo Ai. Ma ngwangwa, ndị agha obodo Ai meriri ndị agha ụmụ Izrel, chụọ ha ọsọ.",Bible,21,36
4555,"Moreover I have heard the groaning of the children of Israel, whom the Egyptians keep in bondage, and I have remembered my covenant.","Ugbu a, anụla m ịsụ ude ụmụ Izrel, bụ ndị ahụ ndị Ijipt mere ka ha bụrụ ndị ohu. Echetakwala m ọgbụgba ndụ m.",Bible,26,28
4556,"Now when Saul had taken the kingdom over Israel, he fought against all his enemies on every side: against Moab, and against the children of Ammon, and against Edom, and against the kings of Zobah, and against the Philistines. Wherever he turned himself, he defeated them.","Site n'oge Sọl malitere ịchị n'Izrel, o buru agha megide ndị iro ha n'akụkụ niile, ndị Moab, ndị Amọn, ndị Edọm, ndị eze Zoba na ndị Filistia. Ebe ọbụla o chere ihu ọ na-alụgbu.",Bible,55,49
4557,Muhammadu Buhari,Muhammadu Buhari,JHW,2,2
4558,They said they are frightened by the way and manner that politicians haunted for votes in 2018 election.,Ha kwuru na ntuliaka emerela n'afọ 2018 nakwa ike ndị ndọrọndọrọ ọchịchi ji achụ ka atụnyere ha butere obi otiti ahụ.,JHW,19,24
4559,"the Lord GOD says: ""Remove the turban, and take off the crown. This will not be as it was. Exalt that which is low, and humble that which is high.","ihe ndị a ka Onye kachasị ihe niile elu, bụ Onyenwe anyị sịrị, yipụ okpueze gị, ya na akwa ị na-atụghị n'isi. Ihe agaghị adịkwa dịka o si adị na mbụ. A ga-ebuli ndị dị ala, wedata ndị dị elu.",Bible,37,53
4560,Gassama and Macron,Gassama na Macron,JHW,3,3
4561,We are committed to ensuring that all these roads are completed with the best road infrastructures; we will finish it by the grace of God.,'Anyị kpebisiri ike ịhụ na e ji akụrụngwa kachasị mma rụchaa ụzọ niile; anyị ga-arụcha ya site n’amara nke Chineke.,JHW,27,27
4562,Sally Hawkins,Sally Hawkins,JHW,2,2
4563,"For I was ashamed to ask of the king a band of soldiers and horsemen to help us against the enemy on the way, because we had spoken to the king, saying, ""The hand of our God is on all those who seek him, for good; but his power and his wrath is against all those who forsake him.""","N'ihi na ihere ekweghị m rịọ eze ka o dunyere anyị ndị agha, na ndị na-agba ịnyịnya ga-edu anyị, ichebe anyị n'ụzọ, site n'aka ndị iro. N'ihi na anyị agwalarị eze na Chineke, onye anyị na-efe, na-echebe ndị niile na-efe ya; gwakwa ya na oke iwe ya na-adakwasị ndị niile gbakụtara ya azụ.",Bible,67,81
4564,"""I have only chosen you of all the families of the earth. Therefore I will punish you for all of your sins.""","""Naanị unu ka m họọrọ n'ime ezinaụlọ niile nke nọ n'elu ụwa; Ọ bụ n'ihi nke a ka m ga-eji nye unu ahụhụ n'ihi mmehie unu niile.""",Bible,26,41
4565,Let me tell you a secret that many people don't know.,Ka m kwa gị ihe nzuzo ọtụtụ mmadụ amaghị,JHW,14,9
4566,"For this the earth will mourn, and the heavens above be black, because I have spoken it. I have planned it, and I have not repented, neither will I turn back from it.""","Ụwa ga-eru ụjụ, mbara eluigwe ga-agbakwa ọchịchịrị. N'ihi na ekwuola ya, agaghị m agbanwe obi m. Ekpebiela m ya, agaghị m alakwa azụ n'ihe m zubere ime.""",Bible,40,42
4567,Then I beat them small as the dust before the wind. I cast them out as the mire of the streets.,Egwepịara m ha nke ọma dịka ntụ nke ikuku na-ebufu; a zọtọrọ m ha dịka apịtị nke okporoụzọ.,Bible,23,22
4568,"There they were in great fear, where no fear was, for God has scattered the bones of him who encamps against you. You have put them to shame, because God has rejected them.","Ma n'ebe ahụ ka ha nọ, n'ọnọdụ oke egwu, ebe ọ dịghị ihe egwu na-adịghị. Chineke fesasịrị ọkpụkpụ ndị niile megidere gị; i mere ka ihere mee ha, n'ihi na Chineke ajụla ha.",Bible,38,47
4569,CONDUCT INTEGRITY TESTS BEFORE REBUILDING -- AGUPUGO URGES VICTIMS OF MARKET FIRE DISASTERS,MEE NNWALE IGUZOSI IKE N’EZI IHE TUPU ỊMALITE IWUGHACHI- AGUPUGO NA-AGBA NDỊ ỌDACHI ỌKỤ ỌGBỤGBA NKE AHỊA METỤTARA UME ,JHW,14,24
4570,The cameras caught them for the third time overnight as other housemates were dead asleep.,Igwefoto ahụ jidere ha nke ugboro atọ n'abali ka ndị ọzọ na-ehi ụra.,JHW,16,18
4571,It is also a big joke that the EFCC is not taking seriously the petition against Tinubu’s display of two cash-laden bullion vans on his premises on the eve of the 2019 Presidential election in February. Is EFCC afraid of investigating Tinubu for money laundering?,Ọ bụ ihe oke ọchị na EFCC anaghị eji okwu banyere mkpesa megidere ụgbọala abụọ akatamkpo ego juru nke Tinubu dotere n'ụlọ ya n'ụbọchị na-esote ụbọchị nhọpụta nke onyeisi ala nke afọ 2019. Ụjọ ana atụ ndị EFCC ime nnyocha banyere ego mmefu na mbupụ nke Tinubu mere?,JHW,51,56
4572,"The king of the children of Ammon answered the messengers of Jephthah, ""Because Israel took away my land when he came up out of Egypt, from the Arnon even to the Jabbok, and to the Jordan. Now therefore restore that territory again peaceably.""","Eze ndị Amọn zaghachiri ndị ozi Jefta, ""Mgbe ụmụ Izrel si n'ala Ijipt pụta, ha ji aka ike napụ anyị ala anyị, site n'osimiri Anọn ruo na Jabọk, rukwaa n'osimiri Jọdan. Ugbu a nyeghachinụ anyị ala ahụ niile n'udo.""",Bible,50,55
4573,"The secret police had stormed the place to effect the rearrest of pro-democracy campaigner and journalist, Omoyele Sowore, who was standing trial in a case brought against him by the Nigerian Government.","Onye uweojii nzuzo ejeela n'ebe ahụ maka ịkpụrụgharị onye nka ọchịchị onye kwuo uche ya na onye nta akụkọ, Omoyele Sowore onye nke ana ekpe ikpe nke Gọọmentị Naịjirịa binyere aka na ya",JHW,37,36
4574,"In the match which comes up this weekend, a spokesman on the matter of sports who is Stephen Mbonu told the Igbo BBC that the match might go two way ","N'asọmpị nke a na-abịa na ngwụcha izu a, onye ọnụ na-eru n'okwu n'ihe gbasara egwuregwu bọọlụ bụ Stehen Mbonu gwara BBC Igbo na asọmpị a nwere ike ị ga ụzọ abụọ.",JHW,31,43
4575,The brazen sensational and defamatory outburst by The Sun UK is written in poor taste without considering the ethics of journalism which seeks balance and objectivity.,Nkọwasị nke SUN UK bụ nke e deghị nke ọma ma ghara itule ụkpụrụ ide akụkọ nke chọrọ ntule.,JHW,27,20
4576,"This afternoon, I had a chat with hubby about Olamilekan, that is the young 11-year-old who met with the President of France and drew his portrait in less than two hours.","N'ehihie a, mụ na di m kparịtara ụka banyere Olamilekan, ọ bụ nwata nwoke dị afọ iri na abụọ nke hụrụ Onyeisi ala French ma see eserese foto ya n'ihe erughị awa abụọ.",JHW,38,40
4577,"He will send from heaven, and save me, he rebukes the one who is pursuing me. Selah. God will send out his loving kindness and his truth.",Ọ na-esite n'eluigwe zidata inyeaka ma zọpụta m na-abara ndị ahụ ji ike na-achụ m mba; Sela Chineke na-ezite ịhụnanya ya na ikwesi ntụkwasị obi ya.,Bible,32,38
4578,"Irinyemi stated that the Sowore Scholarship Foundation, which had helped many parents in the state to send their children to school, has been stopped since he was arrested and detained by the DSS.","Irinyemi kwuru na Ntọala nke Agụmaakwụkwọ efu nke Sowore nke nyerela ọtụtụ nne na nna aka izije ụmụ ha akwụkwọ, akwụsịla kamgbe akpụụrụ ma jide ya site n'aka ndị DSS",JHW,36,33
4579,"After the Obama administration told US schools to let transgender pupils use toilets matching their gender identity, everyone has an opinion about who should use which toilet.","Ka ọchịchị Obama gwasịrị ụlọakwụkwọ US ka ha hapụ ụmụ akwụkwọ e megharịrị okike ha ije mposi n' ụlọ mposi gosiri okike ha, onyeisi ọbụla nwere echiche banyere ụlọ mposi nke onye ga-eje na ya.",JHW,29,40
4580,"""'All the days that he separates himself to the LORD he shall not go near a dead body.",""" 'N'ime oge niile nke imezu nkwa ikewapụ onwe ya nye Onyenwe anyị, ọ gaghị aga nso mmadụ ọbụla nwụrụ anwụ,",Bible,21,26
4581,"The overseer therefore must be without reproach, the husband of one wife, temperate, sensible, modest, hospitable, good at teaching;","Ya mere onye ụkọchukwu kwesiri ịbụ onye a na-adịghị ata ụta, onye lụrụ otu nwunye, onye obi umeala, onye na-achịkọta onwe ya nke ọma, onye nwere nsọpụrụ, onye na-anabata ndị ọbịa n'ụlọ ya, nakwa onye nwere ike ikuzi ihe.",Bible,26,54
4582,"Talent Vs Hard Work — Lessons From Olamilekan, The 11-Year-Old Who is Macron’s Newfound Friend By Mide Ayeni","ọnatarachi na ịgba mbọ-ihe mmụta sitere n'aka Olamilekan, nwa dị afọ iri na otu nke bụ enyi ọhụrụ Macron site n'aka Mide Ayeni",JHW,25,30
4583,"The insurgents are obviously riding the momentum and are motivated in manners that are completely alien to the military. According to a recent report by the AFP, in no year since the upsurge of conflicts in the North East have Nigerian troops been exposed to the level of casualties inflicted on them by the insurgents in 2018 alone. With an enlarged war chest, a strategic control of the economic mainstay of the Chad Basin cross cutting fishing, all season farming, water and control of cross border trade routes, the insurgents are looking formidable.","Ndị omekome na-enwe mmeri ugbua ma na enwe mkpali n'ụzọ nke na-eyi ndị agha egwu. Dịka mkpesa anyị nwetara site n'aka AFP, ọ nwebeghị mgbe ọgbaaghara dị etua mere na Ugwu Ọwụwa anyanwụ nke mere ka ndị agha Naịjirịa banye na nsogbu dịka ha nọ ugbua n'aka ndị omekome naanị n'afọ 2018. N'ihi mbawanye nke obi ọgụ, atụmatụ mgbazi nke akụnaụba nke Chad Basin nyere ịkụ azụ, ịkọ ugbo oge niile, mmiri, mgbazi ngafe oke ala azụmahịa, ndị omekome ahụ nọsiri ike.",JHW,101,105
4584,"As the LORD commanded Moses, so Aaron laid it up before the Testimony, to be kept.","Emesịa, Erọn dọnyere mánà a n'ihu Ihe Ama e debere n'ime ụlọ ikwu, dịka Onyenwe anyị nyere Mosis n'iwu.",Bible,19,28
4585,Vine fruit and other fruits like it.,Mkpụrụ osisi 'vine' na mkpụrụ ndị ọzọ yiri ya.,JHW,8,12
4586,Books?,Akwụkwọ?,JHW,2,2
4587,"Jesus answered them, ""I did one work and you all marvel because of it.","Jisọs zara sị ha, ""Arụrụ m otu ọrụ, ma unu niile nọ na mgbagwoju anya.",Bible,17,19
4588,"The officer was used as a 'poster girl' for the Met, posing alongside Met Commissioner Cressida Dick to encourage black and female recruitment and celebrate 100 years of women in the force.","E ji onye uweojii ahụ dịka nwata nwaanyị na-etinyere ndị Met ihe nkiri, nke guzo n'akụkụ kọmịshọna ndị Met Cressida Dick iji gbaa ndị isi ojii na ndị nwanyị ume ma mee emume afọ otu narị ụmụnwaanyị n'ọchịchị.",JHW,36,46
4589,I remember my song in the night. I consider in my own heart; my spirit diligently inquires:,"Echetara m abụ niile m na-abụ n'ime anyasị. Mkpụrụobi m nọ n'ọnọdụ ntụgharị uche, mmụọ m jụkwara ajụjụ.",Bible,20,27
4590,"Jesus went about in all Galilee, teaching in their synagogues, preaching the Good News of the Kingdom, and healing every disease and every sickness among the people.","Jisọs jegharịrị n'obodo niile nke Galili, na-akụzi ihe n'ụlọ nzukọ niile ha, na-ekwusakwa oziọma nke alaeze ahụ. Ọ na-agwọkwa ọrịa na nrịa nrịa niile dị iche iche n'etiti ndị ahụ.",Bible,31,46
4591,"and said, ""Behold, I see the heavens opened and the Son of Man standing at the right hand of God!""","Ọ sịrị, ""Lee, ana m ahụ ka eluigwe meghere, hụkwa Nwa nke Mmadụ ka ọ na-eguzo n'aka nri Chineke.""",Bible,25,29
4592,"the stars will be falling from the sky, and the powers that are in the heavens will be shaken.","kpakpando ga-esi na mbara eluigwe na-ada, ike niile dị na mbara eluigwe ga-amakwa jijiji.'",Bible,21,23
4593,"All flesh is not the same flesh, but there is one flesh of men, another flesh of animals, another of fish, and another of birds.","Anụ ahụ niile abụghị otu, mmadụ nwere anụ ahụ dị iche, anụ ọhịa nwere ụdị anụ ahụ nke ha. Anụ ufe nwere anụ ahụ ha, azụ nwekwara nke ha.",Bible,30,34
4594,Police,Ndị uwe ojii,JHW,1,3
4595,"SSS Apologised For Invading Court To Rearrest Sowore, Spokesperson Account Full Of Lies -Falana","SSS ariola maka inwakpo uloike na okpukpu Sowore,Ndi ntakuko gbara osiari asị-Falana.",JHW,16,17
4596,"but when I sleep with my fathers, you shall carry me out of Egypt, and bury me in their burying place."" Joseph said, ""I will do as you have said.""","Kama, mgbe m nwụrụ, site n'ala Ijipt bupụ m. Buru ozu m gaa lie ya ebe e liri nna m ha."" Ọ zara, ""Aga m eme dịka i kwuru.""",Bible,38,40
4597,The leader of the International Monetary Fund named Christine Lagarde has called upon federal government to remove the money for fuel subsidy,Onyeisi International Monetary Fund bụ Christine Lagarde akpọọla gọọmenti etiti oku ka ha wepụ ego ha na-agbakwụnye iji hụ na mmanụ ụgbọala ndị ọnụ ala.,JHW,22,28
4598,She said that she was rescued on Friday as the Nigerian police chased the boko haram members out from Sambisa forest.,O kwuru na a gbapụtara ya ụbọchị Fraide dịka ndị agha Naịjirịa chụpụrụ ndị Boko Haram nọ nime ọhịa Sambisa.	 	 ,JHW,22,21
4599,"then hear from heaven, and forgive the sin of your people Israel, and bring them again to the land which you gave to them and to their fathers.","biko, site n'eluigwe nụrụ ekpere ha, gbaghara mmehie ndị gị Izrel. Meekwa ka ha lọghachita n'ala ahụ nke i nyere ha na nna nna ha.",Bible,31,33
4600,"Every wise woman builds her house, but the foolish one tears it down with her own hands.","Nwanyị maara ihe na-ewu ụlọ ya, ma nwanyị nzuzu na-eji aka ya akwada ụlọ ya.",Bible,19,21
4601,"Now he who made us for this very thing is God, who also gave to us the down payment of the Spirit.","Chineke onye ya onwe ya, bụ onye kwadobere anyị maka mgbanwo nke a, nyekwara anyị Mmụọ Nsọ ka ọ bụrụ onye ga-ahụ na anyị ga-enwetazu nkwa ahụ niile.",Bible,24,35
4602,The officer is also arrowed in some of the viral pictures circulating on social media platforms.,Onye ọrụ ahụ bụkwa nke atụrụ aka na foto nke na-ewu ebe niile n'ọkọrọtọ sochal midịa,JHW,17,20
4603,"The king of Assyria brought people from Babylon, from Cuthah, from Avva, and from Hamath and Sepharvaim, and placed them in the cities of Samaria instead of the children of Israel; and they possessed Samaria and lived in its cities.","Eze Asịrịa sitere n'ala Babilọn, Kuta, Ava, Hamat na Sefavaim kpọta ndị mmadụ bịara biri n'obodo Sameria ịnọchi anya ndị Izrel niile e sitere n'ebe ahụ bupụ. N'ụzọ dị otu a, ha nwetara Sameria birikwa n'obodo ya niile.",Bible,46,54
4604,"How best do we describe a beastly secret service or its operatives whose beastiality threatens national cohesion, the nation's constitution and the judiciary, democracy and its majestic ethos? Who need an obsolete self-serving stone age anti-democratic security outfit, with scant methodology on intelligence gathering, lacking in cybernetics sophistry without a single idea on how to tame real and actual security threats to the nation?","Kedụ ụzọ kasị mma isi kọwa emume nke nzuzo maọbụ ọrụ ya na-eyija mba, iwu ala na ndị omebe iwu, ọchịchị onye kwuo uche ya na ụzọ omee ya dị mma? onye nke chọrọ uwe nchekwa nke ọgbara ọhụrụ, ụzọ ọpụrụ iche nke mkpokọta ọgụgụ isi, ma amaghị ihe ọbụla banyere ụzọ ọgbara ọhụrụ iji nweta eziokwu na enweghị otu ọmụma etu esi  egbochi ihe na-eyi mba egwu?",JHW,76,78
4605,"He measured its length, twenty cubits, and the width, twenty cubits, before the nave. He said to me, ""This is the most holy place.""","Ọ tụrụ ogologo ime ebe nsọ ahụ, ya dị mita iri na ọkara, obosara ya dịkwa mita iri na ọkara, n'ogologo ụlọ ezumezu ahụ. Ma ọ sịrị m, ""Ebe a bụ Ebe Kachasị Nsọ.""",Bible,33,44
4606,"Whatever parts the hoof, and is cloven-footed, and chews the cud among the animals, that you may eat.",Unu nwere ike iri anụmanụ ọbụla ụkwụ ya wara njakpa. nke na-atagharị ọnụ.,Bible,24,17
4607,The news that will interest you:,Akụkọ ga-amasị gị:,JHW,7,6
4608,"But within a week from October 13 tp 17, Ighalo has been the topic of discussion for defeating Libya two times they met.","Mana n'ime otu izu,site n'Oktoba 13 ruo 17, aha Ighalo nọ n'ọnụ ndị mmadụ maka etu o si gosi ndị Libya nkarị ugboro abụọ ha zutere.",JHW,25,36
4609,"""You have heard that it was said, 'An eye for an eye, and a tooth for a tooth.'","""Unu anụla na e kwuru sị, 'Ọ bụ anya ka a kụkpọrọ, anya n'ọnọdụ anya. Ọ bụrụkwa otu eze ka e tipụrụ, eze n'ọnọdụ eze.'",Bible,24,37
4610,However the high places were not taken away. The people still sacrificed and burned incense in the high places. He built the upper gate of the LORD's house.,"Kama, o wezugaghị ebe ịchụ aja dị n'elu ugwu, ndị mmadụ gara n'ihu na-achụ aja nsure ọkụ dị iche iche na aja na-esi isi ụtọ n'ebe ahụ. Jotam wugharịrị Ọnụ Ụzọ ama nke dị Elu nke ụlọnsọ ukwu Onyenwe anyị.",Bible,33,54
4611,"Therefore tell the children of Israel, 'I am the LORD, and I will bring you out from under the burdens of the Egyptians, and I will rid you out of their bondage, and I will redeem you with an outstretched arm, and with great judgments.","""Ya mere, gwa ụmụ Izrel, 'Abụ m Onyenwe anyị. Aga m akpọpụta unu site n'ọnọdụ ịbụ ohu ndị Ijipt. Aga m eme ka unu nwere onwe unu site n'ọnọdụ ịbụ ndị ohu nye ha. Aga m eji aka ike m nke m ga-esetipụ, ya na ihe ngosipụta dị ukwuu nke ikpe ikpe m, gbapụta unu.",Bible,52,71
4612,"The citizens' clarion call that the Department of State Services should be scrapped forthwith by the act of National Assembly and its operatives from top to bottom debriefed; re-educated, even rusticated or redistributed to other minimally functional paramilitary institutions like the Nigeria Police Force will no doubt heals the nation of the wounds from the vested madness and brutality the secret service has visited on the failed state called Nigeria.","Ọkpụkpọ oku nke ndị mmadụ ka ngalaba nke ndị ọrụ steeti bụrụ nke ewepụrụ site n'emume nke ndị Omebe iwu na ụzọ ozi site n'ukwu rue na nta, kụzigharịa, kegharịa ha n'otu ndị osote ndị agha dịka Ndị Uwe Ojii nke Naịjirịa enweghị ike ịgwọ ọnya nke mba a site n'ara na mmekpa ahụ nke ndị ozi nzuzo weterela nye steeti darala ada bụ Naịjirịa",JHW,76,75
4613,"for it is testified, ""You are a priest forever, according to the order of Melchizedek.""","N'ihi na-agbara akaebe banyere ya, sị, ""Gị onwe gị, bụ onye nchụaja ruo mgbe ebighị ebi, dị ka usoro Melkizedek si dị.""",Bible,20,33
4614,"I prayed to the LORD, and said, ""Lord GOD, don't destroy your people and your inheritance that you have redeemed through your greatness, that you have brought out of Egypt with a mighty hand.","Ekpere m ekpere n'oge ahụ nye Onyenwe anyị sị ya, ""Onye kachasị ihe niile elu, bụ Onyenwe anyị biko, alala ndị gị n'iyi, n'ihi na ha bụ ihe nketa gị, bụrụkwa ndị i ji ike aka gị na ebube gị gbapụta site n'Ijipt.",Bible,42,58
4615,I have not hidden your righteousness within my heart. I have declared your faithfulness and your salvation. I have not concealed your loving kindness and your truth from the great assembly.,"Ekpuchighị m ezi omume gị n'ime obi m, ana m ekwupụta maka ikwesi ntụkwasị obi gị na nzọpụta gị. Adịghị m ekpuchi ịhụnanya na eziokwu gị, n'ebe ọgbakọ ukwuu nọ.",Bible,34,38
4616,"The military have rightly stated that ISWAP may not be holding most of the territories where it overran its bases, especially the town of Baga. ISWAP, on its part, is also right when it says it has sacked soldiers from the areas it attacked, including Baga. Neither the military nor the insurgents have the manpower and capacity to hold and govern over these large expanse of land sustainably. But in desisting from building visible administrative and military structures in the areas of their primary interest ISWAP have evolved in a way that is difficult for Nigerian troops to track. On the other hand, by being fixated with claim of control of territories the military have only succeeded in making its troops sitting ducks and easy targets of the enemy.","Ndị agha ekwuola kpọmkwem na ISWAP nwere ike ma ya ejideghị isi ọrụ ebe ha kpaworo ike, tụmadị n'obodo Baga. ISWAP, n'aka nke ya, kwuru eziokwu ma ọ sị na ha achụọla ndị agha n'ebe ha wakporola gunyere Baga. Ma ndị agha,  ma ndị omekome enweghị ike ijide ma chịkwaa nnukwu ala ahụ. Ma ka ha achọghị ịrụ ụlọ anya na-ahụ n'ebe ahụ dị ha mma, ISWAP ejeela n'ụzọ ga-esiri ndị agha ike ịchọta. N'aka nke ọzọ, site n'ikwu na ndị ọrụ ya ji obodo, ndị agha emeriela naanị site ime ka ha bụrụ ọbọgwụ ma dị mfe ndị iro ịwakpo.",JHW,139,131
4617,"Thank you all for everything, it shall be well with this club forever.","Daalụ maka ihe niile, ya gaziere otu a n'ọdịniihu.'",JHW,15,14
4618,"You will grope at noonday, as the blind gropes in darkness, and you shall not prosper in your ways. You will only be oppressed and robbed always, and there will be no one to save you.","Ị ga-asọgharị isi n'etiti ehihie dịka onye kpuru ìsì n'asọgharị n'ọchịchịrị. Ọ dịghị ihe ọbụla ga-agara gị nke ọma. Site n'ụbọchị ruo n'ụbọchị, ị ga-abụ onye a na-emegbu emegbu, na onye a na-anapụ ihe ya n'ike oge niile, na-enweghị onye ga-anapụta gị.",Bible,41,74
4619,The BONUS data will have higher priority of use over paid data and will be valid for 7 days.,Ego efu a ga-enwe ike kachasị dị mkpa karịa nke eji ego akwụ ụgwọ yana ọ ga-adị irè ruo ụbọchị 7.,JHW,20,26
4620,"For neither were we at any time found using words of flattery, as you know, nor a cloak of covetousness (God is witness),","Ọ dịghị mgbe ọbụla, dị ka unu maara, anyị kwuru okwu nrafu maọbụ were ụzọ aghụghọ zoo anya ukwu anyị nwere. Chineke bụ onye akaebe anyị.",Bible,28,30
4621,"The dream was doubled to Pharaoh, because the thing is established by God, and God will shortly bring it to pass.",Ihe mere Fero ji rọọ nrọ a ugboro abụọ bụ n'ihi na Chineke ekpebiela na ihe ndị a ga-emezuriri. Chineke ga-emekwa ya n'oge na-adịghị anya.,Bible,24,37
4622,He actually gloated that his supporters would still vote for him even if he had shot and killed a man on 5th Avenue in broad daylight in Manhattan.,O nyara isi na ndị nkwado ya ka ga-atụnyere ya ma ọbụrụgodu na ọ gbara egbe ma gbuo otu nwoke na 5th 'Avenue ' n' etiti ehihie na Manhattan.,JHW,29,34
4623,"Hilkiah the high priest said to Shaphan the scribe, ""I have found the book of the law in the LORD's house."" Hilkiah delivered the book to Shaphan, and he read it.","Hilkaya onyeisi nchụaja, sịrị Shefan ode akwụkwọ, ""Achọtala m Akwụkwọ Iwu n'ime ụlọnsọ Onyenwe anyị."" O nyere ya Shefan, onye nke gụkwara ya.",Bible,39,32
4624,"For the Chief Musician. To the tune of ""Do Not Destroy."" A poem by David, when Saul sent, and they watched the house to kill him. Deliver me from my enemies, my God. Set me on high from those who rise up against me.","Abụ Ọma nke dịrị onyeisi abụ. Abụ Devid. Abụ miktam nke eji olu abụ ""E bibikwala,"" abụ. Mgbe Sọl zipụrụ ndị ikom ka e chee ụlọ Devid nche n'ihi igbu ya. O Chineke, site n'aka ndị iro m gbapụta m, chebe m site n'aka ndị na-ebili imegide m.",Bible,54,66
4625,"Immediately there was in their synagogue a man with an unclean spirit, and he cried out,","Ma n'otu oge ahụ, otu nwoke nọ n'ime ụlọ ekpere ahụ nke mmụọ na-adịghị ọcha bi n'ime ya, tiri mkpu n'oke olu,",Bible,18,35
4626,The court has released Dino,Ụlọikpe atọhapụla Dino,JHW,5,3
4627,"The students, under the platform of the National Association of Kiribo Students, said that the continued detention of Sowore should be rejected by all lovers of Nigeria.","ụmụakwụkwọ, n'ọkọrọtọ nke Otu Mba nke Ụmụakwụkwọ Kiribo, kwuru na njide nke Sowore bụ nke ndị hụrụ Naịjirịa n'anya ga-akatọ",JHW,30,28
4628,"Please run now to meet her, and ask her, 'Is it well with you? Is it well with your husband? Is it well with your child?'"" She answered, ""It is well.""","Gbara ọsọ gaa zute ya jụọ ya sị ya, 'Ọ dịkwa mma? Dị gị ọ nọkwa n'udo? Nwa gị ọ nọkwa n'udo?' "" Mgbe Gehazi zutere ya jụọ ajụjụ ndị a, nwanyị ahụ zara Gehazi sị ya, ""E, anyị niile nọ n'udo, ihe niile na-aga nke ọma.""",Bible,43,68
4629,"of Zerah, the family of the Zerahites; of Shaul, the family of the Shaulites.","Site na Zera, ikwu Zera, site na Shaul, ikwu Shaul.",Bible,18,14
4630,"A scoffer seeks wisdom, and doesn't find it, but knowledge comes easily to a discerning person.",Onye na-akwa emo na-achọ amamihe ma ọ dịghị achọta ya; ma ihe ọmụma na-abịara onye nwere nghọta ọsịịsọ.,Bible,21,26
4631,My brother can't stick to his promise anymore because he feels I am not his responsibility and I have my own family.,"Nwanne m enweghi ike imezu nkwa ya ike n'ihi na ọ na-eche na abụghị m ọrụ ya, enwekwara m ezinụlọ nke m.",JHW,25,28
4632,The assistant priest Francis Okoye told BBC on phone that the masqueraders attacked the vigil mass by 8pm at night and injured some members of the congregation and destroyed more than thirty vehicles. ,Onye nnyemaka ụkọchụkwụ bụ Francis Okoye gwara onye ntaakụkọ BBC n'ekwentị na ndị mmọnwụ wakporo ebe ọgbakọ ụka abalị ahụ n'ihe dịka elekere asatọ nke abalị merụọ ọtụtụ mmadụ ahụ ma mebie ihe karịrị ụgbọala iri atọ.,JHW,34,42
4633,Ezenachukwu Okwudili is the new name being called for IPOB group.,Ezenachukwu Okwudili bụ aha ọhụrụ a na-akpọ maka otu IPOB. ,JHW,12,13
4634,ANAMBRA TO COMMENCE NEW MINIMUM WAGE IMPLEMENTATION THIS MONTH END By John Ndu,ANAMBRA GA-EBIDO MMEJUPỤTA ỤGWỌ ỌNWA OPEKEMPE NA NGWỤCHA ỌNWA A Site n'aka John Ndu. ,JHW,13,19
4635,The Bible says “a man’s gift makes way for him and makes him stand before Kings and not mere men”. And I always tell hubby that TALENT before HARD WORK. It’s when you understand the TALENT you have that you can now put in HARD WORK.,"Akwụkwọ nsọ kwuru ""onyinye mmadụ na-akwara ya ụzọ ma mee ka o guzuo n'ihu ndị eze ma ọ bụghị n'ihu mmadụ efu"". Ana m agwakwa di m na ọnatarachi bu ụzọ tutu ịgba mbọ. Ọ bụ mgbe ị ghọtara ọnatarachi i nwere ka i ga-etinyezi ịgba mbọ na ya",JHW,55,61
4636,"As for the people, he moved them to the cities from one end of the border of Egypt even to the other end of it.","Ya mere, Josef si otu a mee ka ndị Ijipt niile ghọọ ndị ohu Fero, site n'otu obodo n'ala ahụ ruo na nke ọzọ ya.",Bible,27,32
4637,"“Standard Chartered PLC is a leading international bank, listed on the London, Hong Kong, and Mumbai stock exchanges.","Standard Chartered PLC bụ ọkacha ibe n'ụlọakụ mbaụwa, dịka ndị London, Hong Kong na ụlọ mgbanwe Mumbai depụtara",JHW,23,22
